11,11,8
5,-1,-2.5,5.678908346,5,-1
-5,0,-2.5,5.590169944,-5,0
-4,0,-2.5,4.716990566,-4,0
-3,0,-2.5,3.905124838,-3,0
-2,0,-2.5,3.201562119,-2,0
-1,0,-2.5,2.692582404,-1,0
0,0,-2.5,2.5,0,0
1,0,-2.5,2.692582404,1,0
2,0,-2.5,3.201562119,2,0
3,0,-2.5,3.905124838,3,0
4,0,-2.5,4.716990566,4,0
5,0,-2.5,5.590169944,5,0
-5,1,-2.5,5.678908346,-5,1
-4,1,-2.5,4.82182538,-4,1
-3,1,-2.5,4.031128874,-3,1
-2,1,-2.5,3.354101966,-2,1
-1,1,-2.5,2.872281323,-1,1
0,1,-2.5,2.692582404,0,1
1,1,-2.5,2.872281323,1,1
2,1,-2.5,3.354101966,2,1
3,1,-2.5,4.031128874,3,1
4,1,-2.5,4.82182538,4,1
5,1,-2.5,5.678908346,5,1
-5,2,-2.5,5.937171044,-5,2
-4,2,-2.5,5.123475383,-4,2
-3,2,-2.5,4.387482194,-3,2
-2,2,-2.5,3.774917218,-2,2
-1,2,-2.5,3.354101966,-1,2
0,2,-2.5,3.201562119,0,2
1,2,-2.5,3.354101966,1,2
2,2,-2.5,3.774917218,2,2
3,2,-2.5,4.387482194,3,2
4,2,-2.5,5.123475383,4,2
5,2,-2.5,5.937171044,5,2
-5,3,-2.5,6.34428877,-5,3
-4,3,-2.5,5.590169944,-4,3
-3,3,-2.5,4.924428901,-3,3
-2,3,-2.5,4.387482194,-2,3
-1,3,-2.5,4.031128874,-1,3
0,3,-2.5,3.905124838,0,3
1,3,-2.5,4.031128874,1,3
2,3,-2.5,4.387482194,2,3
3,3,-2.5,4.924428901,3,3
4,3,-2.5,5.590169944,4,3
5,3,-2.5,6.34428877,5,3
-5,4,-2.5,6.873863542,-5,4
-4,4,-2.5,6.184658438,-4,4
-3,4,-2.5,5.590169944,-3,4
-2,4,-2.5,5.123475383,-2,4
-1,4,-2.5,4.82182538,-1,4
0,4,-2.5,4.716990566,0,4
1,4,-2.5,4.82182538,1,4
2,4,-2.5,5.123475383,2,4
3,4,-2.5,5.590169944,3,4
4,4,-2.5,6.184658438,4,4
5,4,-2.5,6.873863542,5,4
-5,5,-2.5,7.5,-5,5
-4,5,-2.5,6.873863542,-4,5
-3,5,-2.5,6.34428877,-3,5
-2,5,-2.5,5.937171044,-2,5
-1,5,-2.5,5.678908346,-1,5
0,5,-2.5,5.590169944,0,5
1,5,-2.5,5.678908346,1,5
2,5,-2.5,5.937171044,2,5
3,5,-2.5,6.34428877,3,5
4,5,-2.5,6.873863542,4,5
5,5,-2.5,7.5,5,5
-5,-5,-1.5,7.228416147,-5,-5
-4,-5,-1.5,6.576473219,-4,-5
-3,-5,-1.5,6.020797289,-3,-5
-2,-5,-1.5,5.590169944,-2,-5
-1,-5,-1.5,5.315072906,-1,-5
0,-5,-1.5,5.220153254,0,-5
1,-5,-1.5,5.315072906,1,-5
2,-5,-1.5,5.590169944,2,-5
3,-5,-1.5,6.020797289,3,-5
4,-5,-1.5,6.576473219,4,-5
5,-5,-1.5,7.228416147,5,-5
-5,-4,-1.5,6.576473219,-5,-4
-4,-4,-1.5,5.852349955,-4,-4
-3,-4,-1.5,5.220153254,-3,-4
-2,-4,-1.5,4.716990566,-2,-4
-1,-4,-1.5,4.387482194,-1,-4
0,-4,-1.5,4.272001873,0,-4
1,-4,-1.5,4.387482194,1,-4
2,-4,-1.5,4.716990566,2,-4
3,-4,-1.5,5.220153254,3,-4
4,-4,-1.5,5.852349955,4,-4
5,-4,-1.5,6.576473219,5,-4
-5,-3,-1.5,6.020797289,-5,-3
-4,-3,-1.5,5.220153254,-4,-3
-3,-3,-1.5,4.5,-3,-3
-2,-3,-1.5,3.905124838,-2,-3
-1,-3,-1.5,3.5,-1,-3
0,-3,-1.5,3.354101966,0,-3
1,-3,-1.5,3.5,1,-3
2,-3,-1.5,3.905124838,2,-3
3,-3,-1.5,4.5,3,-3
4,-3,-1.5,5.220153254,4,-3
5,-3,-1.5,6.020797289,5,-3
-5,-2,-1.5,5.590169944,-5,-2
-4,-2,-1.5,4.716990566,-4,-2
-3,-2,-1.5,3.905124838,-3,-2
-2,-2,-1.5,3.201562119,-2,-2
-1,-2,-1.5,2.692582404,-1,-2
0,-2,-1.5,2.5,0,-2
1,-2,-1.5,2.692582404,1,-2
2,-2,-1.5,3.201562119,2,-2
3,-2,-1.5,3.905124838,3,-2
4,-2,-1.5,4.716990566,4,-2
5,-2,-1.5,5.590169944,5,-2
-5,-1,-1.5,5.315072906,-5,-1
-4,-1,-1.5,4.387482194,-4,-1
-3,-1,-1.5,3.5,-3,-1
-2,-1,-1.5,2.692582404,-2,-1
-1,-1,-1.5,2.061552813,-1,-1
0,-1,-1.5,1.802775638,0,-1
1,-1,-1.5,2.061552813,1,-1
2,-1,-1.5,2.692582404,2,-1
3,-1,-1.5,3.5,3,-1
4,-1,-1.5,4.387482194,4,-1
5,-1,-1.5,5.315072906,5,-1
-5,0,-1.5,5.220153254,-5,0
-4,0,-1.5,4.272001873,-4,0
-3,0,-1.5,3.354101966,-3,0
-2,0,-1.5,2.5,-2,0
-1,0,-1.5,1.802775638,-1,0
0,0,-1.5,1.5,0,0
1,0,-1.5,1.802775638,1,0
2,0,-1.5,2.5,2,0
3,0,-1.5,3.354101966,3,0
4,0,-1.5,4.272001873,4,0
5,0,-1.5,5.220153254,5,0
-5,1,-1.5,5.315072906,-5,1
-4,1,-1.5,4.387482194,-4,1
-3,1,-1.5,3.5,-3,1
-2,1,-1.5,2.692582404,-2,1
-1,1,-1.5,2.061552813,-1,1
0,1,-1.5,1.802775638,0,1
1,1,-1.5,2.061552813,1,1
2,1,-1.5,2.692582404,2,1
3,1,-1.5,3.5,3,1
4,1,-1.5,4.387482194,4,1
5,1,-1.5,5.315072906,5,1
-5,2,-1.5,5.590169944,-5,2
-4,2,-1.5,4.716990566,-4,2
-3,2,-1.5,3.905124838,-3,2
-2,2,-1.5,3.201562119,-2,2
-1,2,-1.5,2.692582404,-1,2
0,2,-1.5,2.5,0,2
1,2,-1.5,2.692582404,1,2
2,2,-1.5,3.201562119,2,2
3,2,-1.5,3.905124838,3,2
4,2,-1.5,4.716990566,4,2
5,2,-1.5,5.590169944,5,2
-5,3,-1.5,6.020797289,-5,3
-4,3,-1.5,5.220153254,-4,3
-3,3,-1.5,4.5,-3,3
-2,3,-1.5,3.905124838,-2,3
-1,3,-1.5,3.5,-1,3
0,3,-1.5,3.354101966,0,3
1,3,-1.5,3.5,1,3
2,3,-1.5,3.905124838,2,3
3,3,-1.5,4.5,3,3
4,3,-1.5,5.220153254,4,3
5,3,-1.5,6.020797289,5,3
-5,4,-1.5,6.576473219,-5,4
-4,4,-1.5,5.852349955,-4,4
-3,4,-1.5,5.220153254,-3,4
-2,4,-1.5,4.716990566,-2,4
-1,4,-1.5,4.387482194,-1,4
0,4,-1.5,4.272001873,0,4
1,4,-1.5,4.387482194,1,4
2,4,-1.5,4.716990566,2,4
3,4,-1.5,5.220153254,3,4
4,4,-1.5,5.852349955,4,4
5,4,-1.5,6.576473219,5,4
-5,5,-1.5,7.228416147,-5,5
-4,5,-1.5,6.576473219,-4,5
-3,5,-1.5,6.020797289,-3,5
-2,5,-1.5,5.590169944,-2,5
-1,5,-1.5,5.315072906,-1,5
0,5,-1.5,5.220153254,0,5
1,5,-1.5,5.315072906,1,5
2,5,-1.5,5.590169944,2,5
3,5,-1.5,6.020797289,3,5
4,5,-1.5,6.576473219,4,5
5,5,-1.5,7.228416147,5,5
-5,-5,-0.5,7.088723439,-5,-5
-4,-5,-0.5,6.422616289,-4,-5
-3,-5,-0.5,5.852349955,-3,-5
-2,-5,-0.5,5.408326913,-2,-5
-1,-5,-0.5,5.123475383,-1,-5
0,-5,-0.5,5.024937811,0,-5
1,-5,-0.5,5.123475383,1,-5
2,-5,-0.5,5.408326913,2,-5
3,-5,-0.5,5.852349955,3,-5
4,-5,-0.5,6.422616289,4,-5
5,-5,-0.5,7.088723439,5,-5
-5,-4,-0.5,6.422616289,-5,-4
-4,-4,-0.5,5.678908346,-4,-4
-3,-4,-0.5,5.024937811,-3,-4
-2,-4,-0.5,4.5,-2,-4
-1,-4,-0.5,4.153311931,-1,-4
0,-4,-0.5,4.031128874,0,-4
1,-4,-0.5,4.153311931,1,-4
2,-4,-0.5,4.5,2,-4
3,-4,-0.5,5.024937811,3,-4
4,-4,-0.5,5.678908346,4,-4
5,-4,-0.5,6.422616289,5,-4
-5,-3,-0.5,5.852349955,-5,-3
-4,-3,-0.5,5.024937811,-4,-3
-3,-3,-0.5,4.272001873,-3,-3
-2,-3,-0.5,3.640054945,-2,-3
-1,-3,-0.5,3.201562119,-1,-3
0,-3,-0.5,3.041381265,0,-3
1,-3,-0.5,3.201562119,1,-3
2,-3,-0.5,3.640054945,2,-3
3,-3,-0.5,4.272001873,3,-3
4,-3,-0.5,5.024937811,4,-3
5,-3,-0.5,5.852349955,5,-3
-5,-2,-0.5,5.408326913,-5,-2
-4,-2,-0.5,4.5,-4,-2
-3,-2,-0.5,3.640054945,-3,-2
-2,-2,-0.5,2.872281323,-2,-2
-1,-2,-0.5,2.291287847,-1,-2
0,-2,-0.5,2.061552813,0,-2
1,-2,-0.5,2.291287847,1,-2
2,-2,-0.5,2.872281323,2,-2
3,-2,-0.5,3.640054945,3,-2
4,-2,-0.5,4.5,4,-2
5,-2,-0.5,5.408326913,5,-2
-5,-1,-0.5,5.123475383,-5,-1
-4,-1,-0.5,4.153311931,-4,-1
-3,-1,-0.5,3.201562119,-3,-1
-2,-1,-0.5,2.291287847,-2,-1
-1,-1,-0.5,1.5,-1,-1
0,-1,-0.5,1.118033989,0,-1
1,-1,-0.5,1.5,1,-1
2,-1,-0.5,2.291287847,2,-1
3,-1,-0.5,3.201562119,3,-1
4,-1,-0.5,4.153311931,4,-1
5,-1,-0.5,5.123475383,5,-1
-5,0,-0.5,5.024937811,-5,0
-4,0,-0.5,4.031128874,-4,0
-3,0,-0.5,3.041381265,-3,0
-2,0,-0.5,2.061552813,-2,0
-1,0,-0.5,1.118033989,-1,0
0,0,-0.5,0.5,0,0
1,0,-0.5,1.118033989,1,0
2,0,-0.5,2.061552813,2,0
3,0,-0.5,3.041381265,3,0
4,0,-0.5,4.031128874,4,0
5,0,-0.5,5.024937811,5,0
-5,1,-0.5,5.123475383,-5,1
-4,1,-0.5,4.153311931,-4,1
-3,1,-0.5,3.201562119,-3,1
-2,1,-0.5,2.291287847,-2,1
-1,1,-0.5,1.5,-1,1
0,1,-0.5,1.118033989,0,1
1,1,-0.5,1.5,1,1
2,1,-0.5,2.291287847,2,1
3,1,-0.5,3.201562119,3,1
4,1,-0.5,4.153311931,4,1
5,1,-0.5,5.123475383,5,1
-5,2,-0.5,5.408326913,-5,2
-4,2,-0.5,4.5,-4,2
-3,2,-0.5,3.640054945,-3,2
-2,2,-0.5,2.872281323,-2,2
-1,2,-0.5,2.291287847,-1,2
0,2,-0.5,2.061552813,0,2
1,2,-0.5,2.291287847,1,2
2,2,-0.5,2.872281323,2,2
3,2,-0.5,3.640054945,3,2
4,2,-0.5,4.5,4,2
5,2,-0.5,5.408326913,5,2
-5,3,-0.5,5.852349955,-5,3
-4,3,-0.5,5.024937811,-4,3
-3,3,-0.5,4.272001873,-3,3
-2,3,-0.5,3.640054945,-2,3
-1,3,-0.5,3.201562119,-1,3
0,3,-0.5,3.041381265,0,3
1,3,-0.5,3.201562119,1,3
2,3,-0.5,3.640054945,2,3
3,3,-0.5,4.272001873,3,3
4,3,-0.5,5.024937811,4,3
5,3,-0.5,5.852349955,5,3
-5,4,-0.5,6.422616289,-5,4
-4,4,-0.5,5.678908346,-4,4
-3,4,-0.5,5.024937811,-3,4
-2,4,-0.5,4.5,-2,4
-1,4,-0.5,4.153311931,-1,4
0,4,-0.5,4.031128874,0,4
1,4,-0.5,4.153311931,1,4
2,4,-0.5,4.5,2,4
3,4,-0.5,5.024937811,3,4
4,4,-0.5,5.678908346,4,4
5,4,-0.5,6.422616289,5,4
-5,5,-0.5,7.088723439,-5,5
-4,5,-0.5,6.422616289,-4,5
-3,5,-0.5,5.852349955,-3,5
-2,5,-0.5,5.408326913,-2,5
-1,5,-0.5,5.123475383,-1,5
0,5,-0.5,5.024937811,0,5
1,5,-0.5,5.123475383,1,5
2,5,-0.5,5.408326913,2,5
3,5,-0.5,5.852349955,3,5
4,5,-0.5,6.422616289,4,5
5,5,-0.5,7.088723439,5,5
-5,-5,0.5,7.088723439,-5,-5
-4,-5,0.5,6.422616289,-4,-5
-3,-5,0.5,5.852349955,-3,-5
-2,-5,0.5,5.408326913,-2,-5
-1,-5,0.5,5.123475383,-1,-5
0,-5,0.5,5.024937811,0,-5
1,-5,0.5,5.123475383,1,-5
2,-5,0.5,5.408326913,2,-5
3,-5,0.5,5.852349955,3,-5
4,-5,0.5,6.422616289,4,-5
5,-5,0.5,7.088723439,5,-5
-5,-4,0.5,6.422616289,-5,-4
-4,-4,0.5,5.678908346,-4,-4
-3,-4,0.5,5.024937811,-3,-4
-2,-4,0.5,4.5,-2,-4
-1,-4,0.5,4.153311931,-1,-4
0,-4,0.5,4.031128874,0,-4
1,-4,0.5,4.153311931,1,-4
2,-4,0.5,4.5,2,-4
3,-4,0.5,5.024937811,3,-4
4,-4,0.5,5.678908346,4,-4
5,-4,0.5,6.422616289,5,-4
-5,-3,0.5,5.852349955,-5,-3
-4,-3,0.5,5.024937811,-4,-3
-3,-3,0.5,4.272001873,-3,-3
-2,-3,0.5,3.640054945,-2,-3
-1,-3,0.5,3.201562119,-1,-3
0,-3,0.5,3.041381265,0,-3
1,-3,0.5,3.201562119,1,-3
2,-3,0.5,3.640054945,2,-3
3,-3,0.5,4.272001873,3,-3
4,-3,0.5,5.024937811,4,-3
5,-3,0.5,5.852349955,5,-3
-5,-2,0.5,5.408326913,-5,-2
-4,-2,0.5,4.5,-4,-2
-3,-2,0.5,3.640054945,-3,-2
-2,-2,0.5,2.872281323,-2,-2
-1,-2,0.5,2.291287847,-1,-2
0,-2,0.5,2.061552813,0,-2
1,-2,0.5,2.291287847,1,-2
2,-2,0.5,2.872281323,2,-2
3,-2,0.5,3.640054945,3,-2
4,-2,0.5,4.5,4,-2
5,-2,0.5,5.408326913,5,-2
-5,-1,0.5,5.123475383,-5,-1
-4,-1,0.5,4.153311931,-4,-1
-3,-1,0.5,3.201562119,-3,-1
-2,-1,0.5,2.291287847,-2,-1
-1,-1,0.5,1.5,-1,-1
0,-1,0.5,1.118033989,0,-1
1,-1,0.5,1.5,1,-1
2,-1,0.5,2.291287847,2,-1
3,-1,0.5,3.201562119,3,-1
4,-1,0.5,4.153311931,4,-1
5,-1,0.5,5.123475383,5,-1
-5,0,0.5,5.024937811,-5,0
-4,0,0.5,4.031128874,-4,0
-3,0,0.5,3.041381265,-3,0
-2,0,0.5,2.061552813,-2,0
-1,0,0.5,1.118033989,-1,0
0,0,0.5,0.5,0,0
1,0,0.5,1.118033989,1,0
2,0,0.5,2.061552813,2,0
3,0,0.5,3.041381265,3,0
4,0,0.5,4.031128874,4,0
5,0,0.5,5.024937811,5,0
-5,1,0.5,5.123475383,-5,1
-4,1,0.5,4.153311931,-4,1
-3,1,0.5,3.201562119,-3,1
-2,1,0.5,2.291287847,-2,1
-1,1,0.5,1.5,-1,1
0,1,0.5,1.118033989,0,1
1,1,0.5,1.5,1,1
2,1,0.5,2.291287847,2,1
3,1,0.5,3.201562119,3,1
4,1,0.5,4.153311931,4,1
5,1,0.5,5.123475383,5,1
-5,2,0.5,5.408326913,-5,2
-4,2,0.5,4.5,-4,2
-3,2,0.5,3.640054945,-3,2
-2,2,0.5,2.872281323,-2,2
-1,2,0.5,2.291287847,-1,2
0,2,0.5,2.061552813,0,2
1,2,0.5,2.291287847,1,2
2,2,0.5,2.872281323,2,2
3,2,0.5,3.640054945,3,2
4,2,0.5,4.5,4,2
5,2,0.5,5.408326913,5,2
-5,3,0.5,5.852349955,-5,3
-4,3,0.5,5.024937811,-4,3
-3,3,0.5,4.272001873,-3,3
-2,3,0.5,3.640054945,-2,3
-1,3,0.5,3.201562119,-1,3
0,3,0.5,3.041381265,0,3
1,3,0.5,3.201562119,1,3
2,3,0.5,3.640054945,2,3
3,3,0.5,4.272001873,3,3
4,3,0.5,5.024937811,4,3
5,3,0.5,5.852349955,5,3
-5,4,0.5,6.422616289,-5,4
-4,4,0.5,5.678908346,-4,4
-3,4,0.5,5.024937811,-3,4
-2,4,0.5,4.5,-2,4
-1,4,0.5,4.153311931,-1,4
0,4,0.5,4.031128874,0,4
1,4,0.5,4.153311931,1,4
2,4,0.5,4.5,2,4
3,4,0.5,5.024937811,3,4
4,4,0.5,5.678908346,4,4
5,4,0.5,6.422616289,5,4
-5,5,0.5,7.088723439,-5,5
-4,5,0.5,6.422616289,-4,5
-3,5,0.5,5.852349955,-3,5
-2,5,0.5,5.408326913,-2,5
-1,5,0.5,5.123475383,-1,5
0,5,0.5,5.024937811,0,5
1,5,0.5,5.123475383,1,5
2,5,0.5,5.408326913,2,5
3,5,0.5,5.852349955,3,5
4,5,0.5,6.422616289,4,5
5,5,0.5,7.088723439,5,5
-5,-5,1.5,7.228416147,-5,-5
-4,-5,1.5,6.576473219,-4,-5
-3,-5,1.5,6.020797289,-3,-5
-2,-5,1.5,5.590169944,-2,-5
-1,-5,1.5,5.315072906,-1,-5
0,-5,1.5,5.220153254,0,-5
1,-5,1.5,5.315072906,1,-5
2,-5,1.5,5.590169944,2,-5
3,-5,1.5,6.020797289,3,-5
4,-5,1.5,6.576473219,4,-5
5,-5,1.5,7.228416147,5,-5
-5,-4,1.5,6.576473219,-5,-4
-4,-4,1.5,5.852349955,-4,-4
-3,-4,1.5,5.220153254,-3,-4
-2,-4,1.5,4.716990566,-2,-4
-1,-4,1.5,4.387482194,-1,-4
0,-4,1.5,4.272001873,0,-4
1,-4,1.5,4.387482194,1,-4
2,-4,1.5,4.716990566,2,-4
3,-4,1.5,5.220153254,3,-4
4,-4,1.5,5.852349955,4,-4
5,-4,1.5,6.576473219,5,-4
-5,-3,1.5,6.020797289,-5,-3
-4,-3,1.5,5.220153254,-4,-3
-3,-3,1.5,4.5,-3,-3
-2,-3,1.5,3.905124838,-2,-3
-1,-3,1.5,3.5,-1,-3
0,-3,1.5,3.354101966,0,-3
1,-3,1.5,3.5,1,-3
2,-3,1.5,3.905124838,2,-3
3,-3,1.5,4.5,3,-3
4,-3,1.5,5.220153254,4,-3
5,-3,1.5,6.020797289,5,-3
-5,-2,1.5,5.590169944,-5,-2
-4,-2,1.5,4.716990566,-4,-2
-3,-2,1.5,3.905124838,-3,-2
-2,-2,1.5,3.201562119,-2,-2
-1,-2,1.5,2.692582404,-1,-2
0,-2,1.5,2.5,0,-2
1,-2,1.5,2.692582404,1,-2
2,-2,1.5,3.201562119,2,-2
3,-2,1.5,3.905124838,3,-2
4,-2,1.5,4.716990566,4,-2
5,-2,1.5,5.590169944,5,-2
-5,-1,1.5,5.315072906,-5,-1
-4,-1,1.5,4.387482194,-4,-1
-3,-1,1.5,3.5,-3,-1
-2,-1,1.5,2.692582404,-2,-1
-1,-1,1.5,2.061552813,-1,-1
0,-1,1.5,1.802775638,0,-1
1,-1,1.5,2.061552813,1,-1
2,-1,1.5,2.692582404,2,-1
3,-1,1.5,3.5,3,-1
4,-1,1.5,4.387482194,4,-1
5,-1,1.5,5.315072906,5,-1
-5,0,1.5,5.220153254,-5,0
-4,0,1.5,4.272001873,-4,0
-3,0,1.5,3.354101966,-3,0
-2,0,1.5,2.5,-2,0
-1,0,1.5,1.802775638,-1,0
0,0,1.5,1.5,0,0
1,0,1.5,1.802775638,1,0
2,0,1.5,2.5,2,0
3,0,1.5,3.354101966,3,0
4,0,1.5,4.272001873,4,0
5,0,1.5,5.220153254,5,0
-5,1,1.5,5.315072906,-5,1
-4,1,1.5,4.387482194,-4,1
-3,1,1.5,3.5,-3,1
-2,1,1.5,2.692582404,-2,1
-1,1,1.5,2.061552813,-1,1
0,1,1.5,1.802775638,0,1
1,1,1.5,2.061552813,1,1
2,1,1.5,2.692582404,2,1
3,1,1.5,3.5,3,1
4,1,1.5,4.387482194,4,1
5,1,1.5,5.315072906,5,1
-5,2,1.5,5.590169944,-5,2
-4,2,1.5,4.716990566,-4,2
-3,2,1.5,3.905124838,-3,2
-2,2,1.5,3.201562119,-2,2
